RefID,Region,Project,Location,Est Cost $M,2022-23,2023-24,0-5,5-10,0-10,0-15,10-15,15+,Sub Sector,Enabling Infrastructure,Challenge / Opportunity,Industry Sector,Category,cost_num,cost_imputed,log_cost,h_2022-23,h_2023-24,h_0-5,h_5-10,h_0-10,h_0-15,h_10-15,h_15+,short_term,ABS_Population,region_area_km2,pop_density,log_pop_density,cost_per_cap,log_cost_per_cap,is_funded,is_near_term,is_remote,n_horizons
2c05,Greater Darwin,Litchfield municipality - soccer changerooms,"-12.5399, 131.0564",0.675,,0.68,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhance liveability by improving recreation facilities,"Sporting, Recreation, Lifestyle",P,0.675,0.675,-0.17069622716897506,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.004426548800241329,0.004416780449214008,0,0,0,1
9j25,Greater Darwin,Lloyd Creek - master planned rural residential community,"-12.6575, 131.1603",50,,,,●,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,P,50.0,50.0,1.6989700043360187,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.3278925037215799,0.28359310178515224,0,0,0,1
1192,Greater Darwin,McMinn Street - duplication from Daly Street to Bennett Street,McMinn Street Darwin NT Australia,30,,,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,Provide capacity improvements for Darwin CBD circulation and relieve congestion,Transport and Logistics,P,30.0,30.0,1.4771212547196624,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.19673550223294795,0.17959743493504557,0,0,0,1
461,Greater Darwin,Mickett Creek Shooting Range Master Plan - infrastructure outcomes,"-12.39982, 130.94982",●,,,,,●,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Enhance liveability by improving recreation facilities,"Sporting, Recreation, Lifestyle",P,,5.3,0.724275869600789,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
9c5,Greater Darwin,Mira Square - meeting and play areas in Southport,"-12.539878, 131.056161",0.51,,0.5,,,●,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation and community facilities","Sporting, Recreation, Lifestyle",P,0.51,0.51,-0.2924298239020636,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0033445035379601152,0.0033389231250146416,0,0,0,1
2f33,Greater Darwin,Museum and Art Gallery of the Northern Territory (MAGNT) Bullocky Point Master Plan – infrastructure outcomes,"-12.427, 130.8402",●,,,,,,●,,,Arts Trail,Social Infrastructure,Master planned infrastructure to support visitor and tourism growth,Tourism,P,,5.3,0.724275869600789,0,0,0,0,0,1,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2o14,Greater Darwin,NEXTDC - second premium grade (D2) Data Centre,"-12.460834, 130.84444",●,,,,,●,,,,Digital Industries,Utilities,Enable a digital Territory and maximise digital opportunity,Emerging Industries,P,,5.3,0.724275869600789,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
0p5,Greater Darwin,Nightcliff Beach redevelopment ,"-12.383831, 130.848479",8,,,,●,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",P,8.0,8.0,0.9030899869919435,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.05246280059545279,0.05113294209748937,0,0,0,1
1138.2,Greater Darwin,Nightcliff Jetty replacement ,"-12.383831, 130.848479",12,,,,,●,,,,Marine Infrastructure,Transport and Logistics,Replace ageing infrastructure to improve recreational opportunities and enhance visitor experience,Transport and Logistics,P,12.0,12.0,1.0791812460476249,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.07869420089317918,0.07575123637031433,0,0,0,1
2n8,Greater Darwin,Nightcliff Mall Masterplan - outcomes,DICKWARD Drive Fannie Bay NT Australia,●,,,,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,P,,5.3,0.724275869600789,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
0p13,Greater Darwin,Nightcliff Oval Master Plan - full playing surface refurbishment and facilities upgrades,"-12.460834, 130.84444",3,,,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Master planned infrastructure to support growth in sport involvement,"Sporting, Recreation, Lifestyle",P,3.0,3.0,0.47712125471966244,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,0,0,0,1
2n10,Greater Darwin,Nightcliff Oval Master Plan - new car parking and seating with shade,"-12.460834, 130.84444",2,,,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Master planned infrastructure to support growth in sport involvement,"Sporting, Recreation, Lifestyle",P,2.0,2.0,0.3010299956639812,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.013115700148863197,0.013030434093791938,0,0,0,1
1355,Greater Darwin,Old Bynoe Road - bridging Darwin River ,"Old Bynoe Road, NT Australia",3.5,,●,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,"Improve all weather access to support accessibility, growth and community safety",Transport and Logistics,P,3.5,3.5,0.5440680443502757,0,1,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.022952475260510592,0.022693029644529423,0,1,0,2
1354,Greater Darwin,Old Bynoe Road - bridging Fly Creek,"Old Bynoe Road, NT Australia",3.5,,,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,"Improve all weather access to support accessibility, growth and community safety",Transport and Logistics,P,3.5,3.5,0.5440680443502757,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.022952475260510592,0.022693029644529423,0,0,0,1
8o15.1,Greater Darwin,Palmerston - aged care facilities ,"-12.4792, 130.985",●,,●,●,,,,,,Health,Social Infrastructure,"Provide a variety of contemporary, affordable and sustainable housing options for older Territorians",Health,P,,5.3,0.724275869600789,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,1,0,2
162,Greater Darwin,Palmerston - expand oral health services,-12.4794 130.9898,4.13,,,,,●,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support oral health services,Health,P,4.13,4.13,0.615950051656401,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0270839208074025,0.026723642123456442,0,0,0,1
161,Greater Darwin,Palmerston - new ambulance station,"-12.4759, 131.0037",7,,,,●,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure for health support services,Health,P,7.0,7.0,0.8450980400142568,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.045904950521021184,0.04488249203107825,0,0,0,1
2f32,Greater Darwin,Palmerston arts and cultural performing arts centre,Palmerston NT Australias,●,,,,,,,●,,Creative Industries,Social Infrastructure,"Value and expand access to cultural activities, increase visitation opportunities and improve visitor experience",Emerging Industries,P,,5.3,0.724275869600789,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
164,Greater Darwin,Palmerston Health Precinct - refurbish Super Clinic,-12.4794 130.9898,4,,,●,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support health services,Health,P,4.0,4.0,0.6020599913279624,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.026231400297726394,0.02589325767163791,0,0,0,1
1138.5,Greater Darwin,Palmerston new ferry pontoon boarding point,"-12.4792, 130.985",23,,,,,●,,,,Marine Infrastructure,Transport and Logistics,Support economic development by improving all weather access and goods handling facilities,Transport and Logistics,P,23.0,23.0,1.3617278360175928,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.15083055171192675,0.14048390058054155,0,0,0,1
159,Greater Darwin,Palmerston renal services expansion - 30 bed renal patient accommodation unit,-12.4794 130.9898,18,,,●,,,,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support renal health services,Health,P,18.0,18.0,1.255272505103306,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.11804130133976877,0.11157831621493525,0,0,0,1
2n6,Greater Darwin,Parap Village Masterplan - outcomes,"-12.434, 130.8448",14,,,,,●,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Enhance infrastructure to support accessibility, connectivity, safety and amenity","Sporting, Recreation, Lifestyle",P,14.0,14.0,1.146128035678238,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.09180990104204237,0.08783677887362477,0,0,0,1
2p23,Greater Darwin,Peter McAulay Centre - new local and international joint Asia Pacific Emergency Response Training Complex,"-12.432, 130.9205",25,,,,●,,,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services ,Justice and Public Safety,P,25.0,25.0,1.3979400086720377,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.16394625186078995,0.15181617286580232,0,0,0,1
9l01,Greater Darwin,"Pinelands Industrial Precinct access - stage 2
","-12.454358,130.964220",27,,,,,●,,,,"Rail, Roads and Bridges",Transport and Logistics,Provide better heavy vehicle access into Pinelands Industrial Precinct,Transport and Logistics,P,27.0,27.0,1.4313637641589874,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.17706195200965316,0.16302146241515936,0,0,0,1
2n9,Greater Darwin,Progress Drive / Nightcliff Road - upgrade to dual lane roundabout,DICKWARD Drive Fannie Bay NT Australia,●,,,,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,P,,5.3,0.724275869600789,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2f30,Greater Darwin,Regional Creative Industries Hub,"-12.460834, 130.84444",●,,,,,,,●,,Creative Industries,Social Infrastructure,Grow businesses and develop supply chains in the creative industries,Emerging Industries,P,,5.3,0.724275869600789,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
196,Greater Darwin,Replace the Tamarind Centre,"-12.4320, 130.8484",35,,,,,,●,,,Health,Social Infrastructure,Strengthen liveability by improving infrastructure to support mental health services,Health,P,35.0,35.0,1.5440680443502757,0,0,0,0,0,1,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.22952475260510594,0.20662771472449362,0,0,0,1
1178,Greater Darwin,Roystonea Avenue - complete road to Elrundie Avenue,Roystonea Avenue Palmerston City NT Australia,12,,,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,Provide increased north-south capacity to cater for residential development,Transport and Logistics,P,12.0,12.0,1.0791812460476249,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.07869420089317918,0.07575123637031433,0,0,0,1
2n20,Greater Darwin,Shoal Bay Waste Management Facility - new leachate pond,"-12.39524, 130.92403",8,,8,●,,,,,,Waste Management,Utilities,Support improved waste management and recycling processes,Utilities,P,8.0,8.0,0.9030899869919435,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.05246280059545279,0.05113294209748937,0,0,0,1
2n19,Greater Darwin,Shoal Bay Waste Management Facility - stage 2 expansion,"-12.39524, 130.92403",12,,12,●,,,,,,Waste Management,Utilities,Support improved waste management and recycling processes,Utilities,P,12.0,12.0,1.0791812460476249,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.07869420089317918,0.07575123637031433,0,0,0,1
1187.1,Greater Darwin,Snell Street extension to Tiger Brennan Drive,Snell Street NT Australia,200,,,,,,,,●,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,P,200.0,200.0,2.3010299956639813,0,0,0,0,0,0,0,1,0,152489.0,3213,47.46000622471211,3.8807388438388895,1.3115700148863196,0.8379269537933083,0,0,0,1
0c12,Greater Darwin,Spencer Road - floodway upgrade,"-12.8164, 130.9643",0.6,,,,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Support connectivity and improve all weather access to improve community safety, accessibility and support future growth",Transport and Logistics,P,0.6,0.6,-0.2218487496163564,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.003934710044658959,0.003926989319008943,0,0,0,1
345,Greater Darwin,Stokes Hill Wharf - new retail infrastructure and rectification works,"-12.470662, 130.848779",5,,5,,,●,,,,Retail and Business,Social Infrastructure,Improve the economic viability of the Waterfront precinct,Lifestyle,P,5.0,5.0,0.6989700043360189,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.03278925037215799,0.032263152258482426,0,0,0,1
2f29,Greater Darwin,Textile Printing and Fashion Manufacturing Hub,"-12.460834, 130.84444",●,,,,●,,,,,Creative Industries,Social Infrastructure,"Enable economic development by improving supply chains, capturing value, and providing a centralised platform from which to deliver a broader range of goods and services within the NT",Emerging Industries,P,,5.3,0.724275869600789,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
8x06,Greater Darwin,The Heights Durack - staged subdivision,"-12.4725, 130.9745",160,●,14.5,●,,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth,Land,P,160.0,160.0,2.2041199826559246,1,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,1.0492560119090557,0.7174768062585727,0,1,0,2
0c15,Greater Darwin,Thorngate Road pavement upgrade ,"-12.539878, 131.056161",1.5,,,,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Road improvement to increase safety, support accessibility, connectivity and amenity",Transport and Logistics,P,1.5,1.5,0.17609125905568124,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.009836775111647397,0.009788708992709692,0,0,0,1
2l9,Greater Darwin,Tiger Brennan Drive - intersection grade separations at various locations,"-12.4725, 130.9745",●,,,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,P,,5.3,0.724275869600789,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2n21,Greater Darwin,Tourism Masterplan - outcomes,"-15.200,129.0811",●,,,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,Activate Cullen Bay to East Point Darwin Harbour area ,"Sporting, Recreation, Lifestyle",P,,5.3,0.724275869600789,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
1195,Greater Darwin,Trower Road - capacity improvements and upgrades,Trower Road NT Australia,10,,,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,P,10.0,10.0,1.0,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.06557850074431598,0.06351784487252321,0,0,0,1
1083.2,Greater Darwin,Undergrounding power to schools and suburbs,"-12.460834, 130.84444",●,,,,,●,,,,Electricity,Utilities,"Continue to build a resilient power network, against cyclones and monsoons, for businesses, schools and homes",Utilities,P,,5.3,0.724275869600789,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2o7,Greater Darwin,Unite Cable System - Inligo subsea optical cable,"-12.460834, 130.84444",700,,●,●,,,,,,Digital Industries,Utilities,"The Territory’s third cable connection to Singapore, with additional links to Indonesia, Timor Leste, Guam, Japan and the US",Emerging Industries,P,700.0,700.0,2.845098040014257,0,1,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,4.590495052102119,1.721067843550269,0,1,0,2
1191,Greater Darwin,Vanderlin Drive - capacity improvements and upgrades,Vanderlin Drive NT Australia,37,,,,,●,,,,"Rail, Roads and Bridges",Transport and Logistics,Provide north-south capacity improvement for access from the northern suburbs,Transport and Logistics,P,37.0,37.0,1.568201724066995,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.24264045275396914,0.21723851304590738,0,0,0,1
8c05,Greater Darwin,Virginia Road - bridge over Wells Creek,Virginia Road Wells Creek NT Australia,0.75,,,,●,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Increase road capacity, safety, support accessibility, connectivity and amenity",Transport and Logistics,P,0.75,0.75,-0.12493873660829995,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0049183875558236985,0.004906331801504151,0,0,0,1
2L14,Greater Darwin,Weddell Freeway,"-12.4382, 130.8496",●,,,,,,,,●,"Rail, Roads and Bridges",Transport and Logistics,"Improve access from the Darwin CBD to Noonamah, Berry Springs and Weddell, and connect to future strategic commercial and industrial including Middle Arm Sustainable Development Precinct",Transport and Logistics,P,,5.3,0.724275869600789,0,0,0,0,0,0,0,1,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2x18,Greater Darwin,Weddell Industrial Hub - infrastructure to support development ,"-12.6173, 131.0066",●,,,,●,,,,,Industrial Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,P,,5.3,0.724275869600789,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
2t16,Greater Darwin,Weddell Power Station upgrades and replacement works,"-12.6173, 131.0066",43,,4,,,●,,,,Electricity,Utilities,"Asset renewal to support growth, compliance and improve service efficiency",Utilities,P,43.0,43.0,1.6334684555795864,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.28198755320055874,0.24841164955942685,0,0,0,1
2x19,Greater Darwin,Weddell Renewable Energy Hub stage 2,"-12.6173, 131.0066",●,,,,●,,,,,Electricity,Land Infrastructure,Enable economic development and population growth,Land,P,,5.3,0.724275869600789,0,0,0,1,0,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.034756605394487466,0.03416623519191331,0,0,0,1
8j05,Greater Darwin,Women's Correctional Facility - separate purpose built facility,"-12.44717, 131.030455",120,0.6,60,,,●,,,,Justice and Public Safety,Social Infrastructure,Meet community expectation and needs through additional correctional infrastructure,Justice and Public Safety,P,120.0,120.0,2.0791812460476247,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.7869420089317918,0.5805057840177045,0,0,0,1
1185,Greater Darwin,Woodlake Boulevard - upgrade Kirkland Road intersection,Woodlake Blvd Palmerston City NT Australia,3,,,,,,,●,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance road safety, accessibility, connectivity and amenity",Transport and Logistics,P,3.0,3.0,0.47712125471966244,0,0,0,0,0,0,1,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.019673550223294794,0.019482527268940633,0,0,0,1
2n12,Greater Darwin,Woodroffe Oval - upgrade to suit AFL,"-12.5026, 130.9808",5.4,,,●,,,,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Strengthen a healthy, active lifestyle by improving recreation opportunities and enhance visitor experience","Sporting, Recreation, Lifestyle",P,5.4,5.4,0.7323937598229685,0,0,1,0,0,0,0,0,1,152489.0,3213,47.46000622471211,3.8807388438388895,0.03541239040193063,0.034799792192052405,0,0,0,1
9e31,Greater Darwin,Wulagi Primary School - upgrades for accessibility ,Wulagi Primary School NT Australia,0.5,,,,,●,,,,Education and Training,Social Infrastructure,Contemporary educational infrastructure to support students with additional needs,Education and Training,P,0.5,0.5,-0.3010299956639812,0,0,0,0,1,0,0,0,0,152489.0,3213,47.46000622471211,3.8807388438388895,0.0032789250372157993,0.0032735610846499207,0,0,0,1
0m1,Top End Rural,Coomalie Community Government council infrastructure - solar installations,"-13.0873, 131.0472",1,,,●,,,,,,Civic Services,Social Infrastructure,Improve liveability and improve energy efficiency by increasing renewable energy ,Civic Services,P,1.0,1.0,0.0,0,0,1,0,0,0,0,0,1,18374.0,549000,0.03346812386156649,0.032920256762791936,0.05442473059758354,0.052995339154918455,0,0,1,1
2z4,Top End Rural,Across the region - accommodation cabins,"-14.2404, 129.5205",0.8,,,●,,,,,,Civic Services,Social Infrastructure,"Support council operations, community services, generate local jobs and skills training ",Civic Services,P,0.8,0.8,-0.09691001300805639,0,0,1,0,0,0,0,0,1,18374.0,549000,0.03346812386156649,0.032920256762791936,0.04353978447806684,0.04261857280553014,0,0,1,1
2e22,Top End Rural,Across the region - Remote School Renewal Program,"-14.2404, 129.5205",●,,,,,●,,,,Education and Training,Social Infrastructure,Upgrade ageing infrastructure to support the continued delivery of quality education,Education and Training,P,,5.3,0.724275869600789,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.2884510721671928,0.2534407776824271,0,0,1,1
2z3,Top End Rural,Across the region - upgrade access road network to Homelands,"-14.370538, 129.76296",2,,,●,,,,,,"Rail, Roads and Bridges",Transport and Logistics,"Enhance infrastructure to support accessibility, connectivity, safety and amenity",Transport and Logistics,P,2.0,2.0,0.3010299956639812,0,0,1,0,0,0,0,0,1,18374.0,549000,0.03346812386156649,0.032920256762791936,0.10884946119516709,0.1033229563185999,0,0,1,1
9p10,Top End Rural,Adelaide River - new police complex,"-13.1775, 131.1697",15,,,,,●,,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services in remote communities,Justice and Public Safety,P,15.0,15.0,1.1760912590556813,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.8163709589637532,0.5968405318754364,0,0,1,1
2p21,Top End Rural,Adelaide River fire station ,"-13.1775, 131.1697",5,,,,,●,,,,Justice and Public Safety,Social Infrastructure,Strengthen emergency support services in remote communities,Justice and Public Safety,P,5.0,5.0,0.6989700043360189,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.27212365298791774,0.24068767166169058,0,0,1,1
9e27,Top End Rural,Adelaide River School - new preschool building,"-13.1775, 131.1697",2,,,,,,●,,,Education and Training,Social Infrastructure,Contemporary educational infrastructure to support growth in early years learning enrolments,Education and Training,P,2.0,2.0,0.3010299956639812,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.10884946119516709,0.1033229563185999,0,0,1,1
1338,Top End Rural,Adelaide River War Cemetery - construct car park and upgrade Memorial Terrace,"-13.1775, 131.1697",1.8,,,,,●,,,,Heritage Trails,Land Infrastructure,Improve recreation opportunities and enhance visitor experience,Tourism,P,1.8,1.8,0.25527250510330607,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.09796451507565039,0.09345802478336895,0,0,1,1
9e4,Top End Rural,Batchelor Area School - upgrade camp dormatories,"-13.0873, 131.0472",1.5,,,●,,,,,,Education and Training,Social Infrastructure,Upgrade ageing infrastructure to support the continued delivery of quality education,Education and Training,P,1.5,1.5,0.17609125905568124,0,0,1,0,0,0,0,0,1,18374.0,549000,0.03346812386156649,0.032920256762791936,0.08163709589637531,0.07847572295989692,0,0,1,1
8p31,Top End Rural,Cox Peninsular - new NT Emergency Services (NTES) volunteer and storage facilities ,"-12.5488, 130.7175",2,,,,,,●,,,Justice and Public Safety,Social Infrastructure,Strengthen emergency support services in rural communities,Justice and Public Safety,P,2.0,2.0,0.3010299956639812,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.10884946119516709,0.1033229563185999,0,0,1,1
8p20,Top End Rural,Daly River - new NT Emergency Services (NTES) volunteer and storage facilities ,"-13.7505417, 130.688931",3,,,●,,,,,,Justice and Public Safety,Social Infrastructure,Strengthen emergency support services in remote communities,Justice and Public Safety,P,3.0,3.0,0.47712125471966244,0,0,1,0,0,0,0,0,1,18374.0,549000,0.03346812386156649,0.032920256762791936,0.16327419179275063,0.15123860825343025,0,0,1,1
2p18,Top End Rural,Daly River - new police station ,"-13.7505417, 130.688931",12,,,,,●,,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services in remote communities,Justice and Public Safety,P,12.0,12.0,1.0791812460476249,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.6530967671710025,0.5026503574588036,0,0,1,1
2x20,Top End Rural,Daly River regional town development - residential and commercial/industrial land release  ,"-13.5864, 130.6411",3,,,,●,,,,,Residential Subdivisions,Land Infrastructure,Enable economic development and population growth by increasing land availability,Land,P,3.0,3.0,0.47712125471966244,0,0,0,1,0,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.16327419179275063,0.15123860825343025,0,0,1,1
8p26,Top End Rural,Gunbalanya - new NT Emergency Services (NTES) volunteer and storage facilities ,"-12.3543, 133.005",2,,,,,,●,,,Justice and Public Safety,Social Infrastructure,Strengthen emergency support services in remote communities,Justice and Public Safety,P,2.0,2.0,0.3010299956639812,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.10884946119516709,0.1033229563185999,0,0,1,1
0p22,Top End Rural,Gunbalanya - police housing,"-12.3543, 133.005",5,,5,,,●,,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services in remote communities,Justice and Public Safety,P,5.0,5.0,0.6989700043360189,0,0,0,0,1,0,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.27212365298791774,0.24068767166169058,0,0,1,1
554,Top End Rural,Gunbalanya School - replace administration building and upgrade ageing infrastructure,"-12.3543, 133.005",3,,,,,,●,,,Education and Training,Social Infrastructure,Upgrade ageing infrastructure to support the continued delivery of quality education,Education and Training,P,3.0,3.0,0.47712125471966244,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.16327419179275063,0.15123860825343025,0,0,1,1
0p39,Top End Rural,Gunbalyanya - new police complex,"-12.3543, 133.005",9,,,,,,●,,,Justice and Public Safety,Social Infrastructure,Support the continued delivery of quality police services in remote communities,Justice and Public Safety,P,9.0,9.0,0.9542425094393249,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.4898225753782519,0.3986570359397999,0,0,1,1
2s18.1,Top End Rural,"Litchfield National Park upgrades - improve access, camping facilities and amenity","-13.295675, 130.849833",●,,,,,,●,,,"Sporting, Recreation, Lifestyle",Social Infrastructure,"Value, preserve and expand historic,  cultural meeting places, increase visitation opportunities and visitor experience","Sporting, Recreation, Lifestyle",P,,5.3,0.724275869600789,0,0,0,0,0,1,0,0,0,18374.0,549000,0.03346812386156649,0.032920256762791936,0.2884510721671928,0.2534407776824271,0,0,1,1
